judgment,bucket,blip_max,blip_argmax_frame,surface,type,malformed,video_id,frame_grid_path,summary_text,entity_id,summary_id
,low,0.0877,0,several people,person,False,v_rXgxlwrRFTg,outputs/annotation/frames/videoxum/v_rXgxlwrRFTg.png,Several people ride a line of horses on a vast field of green grass surrounded by trees and flat green land. The horses are shown in various scenes and scenery. One of the horses is hoisted up in the ,dacmf_blip_00660__e1,dacmf_blip_00660
,low,0.05,8,brush,object,False,v_R2EZlSlDCuE,outputs/annotation/frames/videoxum/v_R2EZlSlDCuE.png,A woman stands on front a table holding a brush and a large stencil. The woman then begins the process. The camera person is standing in front of the table.,dacmf_blip_00579__e2,dacmf_blip_00579
,mid,0.2198,5,standing,action,False,v_ScKbopywnvM,outputs/annotation/frames/videoxum/v_ScKbopywnvM.png, two people are in the park. They are getting ready to go. A man is standing in the middle of the field. The crowd is watching the game.,dacmf_blip_00979__e6,dacmf_blip_00979
,very_low,0.028,5,painting,action,False,v_J27dBmSpRW4,outputs/annotation/frames/videoxum/v_J27dBmSpRW4.png,A building is shown followed by a man speaking to the camera. The man is then shown painting the walls of the building as well as the building behind it.,dacmf_blip_02553__e4,dacmf_blip_02553
,high,0.3532,2,woman,person,False,v_cWpT8nb2a9s,outputs/annotation/frames/videoxum/v_cWpT8nb2a9s.png,A city street is shown with cars driving down the street. A woman is standing in the middle of the street and she is talking to the camera. The woman is then shown in the background.,dacmf_blip_01785__e1,dacmf_blip_01785
,very_low,0.0236,12,hurl,action,False,v_vrwJEvpeHyM,outputs/annotation/frames/videoxum/v_vrwJEvpeHyM.png,An athlete is shown in slow motion as he hurls a disc at a competition. He throws the disc in the air and the crowd is watching him perform.,dacmf_blip_00369__e4,dacmf_blip_00369
,mid,0.2122,0,large group of people,person,False,v_B8KJJecq2F0,outputs/annotation/frames/videoxum/v_B8KJJecq2F0.png,A large group of people are seen standing around outside with one hitting a ball. The people continue to hit the ball around the field and the game continues.,dacmf_blip_03363__e1,dacmf_blip_03363
,mid,0.1645,14,woman,person,False,v_Mz-yz0fQ_Hk,outputs/annotation/frames/videoxum/v_Mz-yz0fQ_Hk.png,A woman sits in her blue boat. The boat is moving. The woman is seated on the boat. She is talking to the camera.,dacmf_blip_00242__e1,dacmf_blip_00242
,very_high,0.6708,6,gym,setting,False,v_69X7tP6p7E0,outputs/annotation/frames/videoxum/v_69X7tP6p7E0.png, teenage boys are shown in a gym throwing dodge balls at each other. They continue to throw the ball back and forth. The boys continue to play the game.,dacmf_blip_03358__e2,dacmf_blip_03358
,mid,0.2288,9,a couple,person,False,v_HkzMA1jrm00,outputs/annotation/frames/videoxum/v_HkzMA1jrm00.png,"A couple walks into a casino, and a man wearing an eye patch is playing poker. The man is talking to the camera and the woman is playing.",dacmf_blip_01802__e1,dacmf_blip_01802
,very_low,0.0132,7,smiling,attribute,False,v_vw065HaGq3I,outputs/annotation/frames/videoxum/v_vw065HaGq3I.png,A woman stands in front of a vanity mirror and brushes her hair. The camera shows. The woman in the bathroom is brushing her hair and smiling. The video ends with the closing credits of the video.,dacmf_blip_00280__e6,dacmf_blip_00280
,low,0.0962,11,line up,action,False,v_gXdFGYPKClE,outputs/annotation/frames/videoxum/v_gXdFGYPKClE.png,A number of bikers line up at a race starting line. A group of people are on the race track. The race begins and the race begins.,dacmf_blip_00893__e5,dacmf_blip_00893
,very_high,0.7293,1,indoor court,setting,False,v_Vh4TxFOCNM8,outputs/annotation/frames/videoxum/v_Vh4TxFOCNM8.png,Teams play soccer in an indoor court. The crowd is watching the game. The coach is talking to the players. The game ends.,dacmf_blip_00711__e3,dacmf_blip_00711
,low,0.0799,5,standing,action,False,v_D0RDF1ez-8Y,outputs/annotation/frames/videoxum/v_D0RDF1ez-8Y.png,A girl is sitting in front of a camera talking. A woman is standing behind her. She is holding a camera in her hand.,dacmf_blip_01095__e6,dacmf_blip_01095
,mid,0.1831,10,girl,person,False,v_nfIM66dU_J0,outputs/annotation/frames/videoxum/v_nfIM66dU_J0.png," young boys and a girl are in a large gym doing various exercises,such as push ups,jumping up and down,crunches and running through ladders on the floor. The girl is standing in the middle of the floo",dacmf_blip_02574__e2,dacmf_blip_02574
,mid,0.1719,7,camera person,person,False,v_QuEHZ2Y3H40,outputs/annotation/frames/videoxum/v_QuEHZ2Y3H40.png,A wave in the water. A person is surfing on a surf board. The camera person is standing behind the camera.,dacmf_blip_01570__e5,dacmf_blip_01570
,high,0.4017,14,people,person,False,v_j56eH9M0ObY,outputs/annotation/frames/videoxum/v_j56eH9M0ObY.png,A large group of people are seen celebrating in a circle while the camera shows various shots of people break dancing in the middle. The people continue to dance around the stage and end the song.,dacmf_blip_00523__e4,dacmf_blip_00523
,very_low,0.0162,1,hat,object,False,v_EQNJfWiAS28,outputs/annotation/frames/videoxum/v_EQNJfWiAS28.png,A leather dress and hat dances in a public station. A woman is standing and hat on the ground. A man is standing in the middle of the stage.,dacmf_blip_00902__e4,dacmf_blip_00902
,very_high,0.996,2,bull fighting outfits,object,False,v_BFxxrjqgF0w,outputs/annotation/frames/videoxum/v_BFxxrjqgF0w.png, bull fighting outfits. The crowd is shown. The bull is shown in a bull fight. The referee is talking to the crowd.,dacmf_blip_02227__e1,dacmf_blip_02227
,high,0.4222,2,forest,setting,False,v_79FMLEeVp7Q,outputs/annotation/frames/videoxum/v_79FMLEeVp7Q.png,A man walks alone through a forest. The man is training a dog. The dog is shown running through the woods.,dacmf_blip_00850__e3,dacmf_blip_00850
,very_low,0.0411,0,black sweatshirt,object,False,v_gt2Sp_iG2hU,outputs/annotation/frames/videoxum/v_gt2Sp_iG2hU.png,An intro black screen appears and white words appear on the screen that say FreeDrumLessons dot com. A man is standing in the middle of the stage and he is talking to the audience. The man is wearing ,dacmf_blip_01777__e5,dacmf_blip_01777
,very_low,0.0023,15,piano,object,False,v_E4n0KcS_zgI,outputs/annotation/frames/videoxum/v_E4n0KcS_zgI.png,A child is on a bed in a house. They are playing the piano and singing. They continue to play the piano.,dacmf_blip_00748__e3,dacmf_blip_00748
,mid,0.1658,4,machine,object,False,v_pBaeRTgaNBM,outputs/annotation/frames/videoxum/v_pBaeRTgaNBM.png, abs in a machine pulling from a handle while a man explains the machine. A man is standing on the right side of the machine and he is talking to the camera.,dacmf_blip_01736__e2,dacmf_blip_01736
,mid,0.2596,1,hallway,setting,False,v_ylo_0z8si1g,outputs/annotation/frames/videoxum/v_ylo_0z8si1g.png,A brunette and a brunettes women enter a building and talk in the hallway. A woman enters the building and begins talking to the camera woman. The woman then enters the room and begins to dance. The s,dacmf_blip_01596__e4,dacmf_blip_01596
,high,0.4287,1,sponge,object,False,v_S0Kl5D5mrvQ,outputs/annotation/frames/videoxum/v_S0Kl5D5mrvQ.png,A person is standing in the bathroom with a green and yellow glove on their right hand and begins cleaning the sink with a sponge. The person then grabs a towel and begins to scrub the sink.,dacmf_blip_00936__e6,dacmf_blip_00936
,mid,0.292,1,petting,action,False,v_ZWudhOEyE_0,outputs/annotation/frames/videoxum/v_ZWudhOEyE_0.png,A lady is petting a dog on a table tied to a wall. She grabs the dog and pets him. The dog is licking her face.,dacmf_blip_02725__e4,dacmf_blip_02725
,low,0.051,9,man,person,False,v_iGax3fokst8,outputs/annotation/frames/videoxum/v_iGax3fokst8.png,A small boy is rocking back and forth on a piece of exercise equipment. The boy starts to work on the exercise machine. The man continues to move the machine.,dacmf_blip_01075__e4,dacmf_blip_01075
,very_high,0.8405,4,spins his arms up and down,action,False,v_kzbQWKUMyS0,outputs/annotation/frames/videoxum/v_kzbQWKUMyS0.png,A man dances and performs acrobatics on a stage. The crowd is watching him perform. The man spins his arms up and down on the stage.,dacmf_blip_00640__e7,dacmf_blip_00640
,very_low,0.0051,6,woman who is standing next to the camera,person,False,v_tz3zHV1Z5po,outputs/annotation/frames/videoxum/v_tz3zHV1Z5po.png, team in a blue swimsuit and another woman in a black swimsuit float next to each other in an indoor pool of water trying to gain control of a yellow ball in the water with them. A woman who is standi,dacmf_blip_02636__e5,dacmf_blip_02636
,very_high,0.5787,4,drying hair,action,False,v_n3MGZcDHr-U,outputs/annotation/frames/videoxum/v_n3MGZcDHr-U.png,A woman is drying her hair with a towel. The camera shows. The woman is talking to the camera.,dacmf_blip_01000__e2,dacmf_blip_01000
,low,0.1177,8,room,setting,False,v_EI_6eT-0-X4,outputs/annotation/frames/videoxum/v_EI_6eT-0-X4.png,A woman are standing in a room with a room. A man is standing behind her. The woman is talking to the camera.,dacmf_blip_03665__e2,dacmf_blip_03665
,high,0.3314,12,standing,action,False,v_WcBB6DfMTWA,outputs/annotation/frames/videoxum/v_WcBB6DfMTWA.png,A man is standing in a room wearing a long silver flowing outfit and starts to move his feet and positioning them in certain stands. The man is wearing a black shirt and a white shirt and he is standi,dacmf_blip_02992__e3,dacmf_blip_02992
,low,0.0826,15,man,person,False,v_M_WEOecjwLY,outputs/annotation/frames/videoxum/v_M_WEOecjwLY.png, are standing in a trampoline and make a jump into the pool at the same time. the trampol woman is in the room and the man is standing behind her.,dacmf_blip_03674__e2,dacmf_blip_03674
,very_low,0.022,7,cigarette,object,False,v_ekbZecn088U,outputs/annotation/frames/videoxum/v_ekbZecn088U.png, topless boy smokes a cigarette while sit on bed. The camera man is talking to the camera person.,dacmf_blip_01203__e3,dacmf_blip_01203
,high,0.3615,5,tree,object,False,v_iubDO1DSMZk,outputs/annotation/frames/videoxum/v_iubDO1DSMZk.png,A small family is seen standing in front of the camera and leads into them decorating a tree. The girls continue to decorate the tree as well as decorate it.,dacmf_blip_01874__e7,dacmf_blip_01874
,very_low,0.0294,10,music,object,False,v_kWN4zFblj6o,outputs/annotation/frames/videoxum/v_kWN4zFblj6o.png, people are in a gym doing step aerobics while being accompanied by music. One of the step forward is shown.,dacmf_blip_00618__e4,dacmf_blip_00618
,mid,0.1777,11,clean,action,False,v_vqqoDYma9F8,outputs/annotation/frames/videoxum/v_vqqoDYma9F8.png,A TV reporter talks while a worker clean the windows of a building. The camera man is talking to the reporter. The reporter talks to the camera.,dacmf_blip_03421__e5,dacmf_blip_03421
,mid,0.155,8,carve,action,False,v_C1IuvUSmcvA,outputs/annotation/frames/videoxum/v_C1IuvUSmcvA.png, carving a pumpkin outside. The pumpkin is carved into the pumpkin. A man is carving the pumpkin into a pumpkin.,dacmf_blip_02608__e3,dacmf_blip_02608
,high,0.3315,13,man,person,False,v_SokK_O2s9tQ,outputs/annotation/frames/videoxum/v_SokK_O2s9tQ.png, man rides on a camel slowly. The camel gets out of the car and a man walks in the background. the camel gets off the camel.,dacmf_blip_01486__e1,dacmf_blip_01486
,high,0.3163,10,hill,setting,False,v_UU8Xtm8Gl3I,outputs/annotation/frames/videoxum/v_UU8Xtm8Gl3I.png,A snowboarding on a hill. A man is snowboarding in the background. The camera person is talking to the camera.,dacmf_blip_02664__e3,dacmf_blip_02664
,low,0.0903,0,speak to the camera,action,False,v_KzVRgHnpCOQ,outputs/annotation/frames/videoxum/v_KzVRgHnpCOQ.png,A woman is seen sitting on the floor next to a pair of ballet shoes and begins taping up her feet. The woman continues to speak to the camera and continues to dance.,dacmf_blip_01611__e6,dacmf_blip_01611
,mid,0.226,3,talking to the camera,action,False,v_iXaA7PVRhIY,outputs/annotation/frames/videoxum/v_iXaA7PVRhIY.png,en is seen hosting a segment with a small girl on stage and her mother. The woman is talking to the camera and the audience is watching her. The camera zooms in on the woman and the girl.,dacmf_blip_03863__e6,dacmf_blip_03863
,mid,0.2062,4,man,person,False,v_ahpoDWYqtfw,outputs/annotation/frames/videoxum/v_ahpoDWYqtfw.png, close up of a wheel barrel is shown and leads into a man holding an axe. The man continues to work on the axe and ends with him walking away.,dacmf_blip_01856__e2,dacmf_blip_01856
,very_low,0.0314,13,watch,action,False,v_Ey7w7pu5HZc,outputs/annotation/frames/videoxum/v_Ey7w7pu5HZc.png,A dancing on a stage. A man is dancing on the stage. The crowd is watching him perform.,dacmf_blip_03623__e5,dacmf_blip_03623
,low,0.0653,1,does the gymnastic routine,action,False,v_ccfffP3pXrc,outputs/annotation/frames/videoxum/v_ccfffP3pXrc.png,A child goes across monkey bars. The girl does the gymnastic routine. The camera person is standing on the side of the bar.,dacmf_blip_02305__e5,dacmf_blip_02305
,low,0.0543,7,jumping,action,False,v_e9bdQGmyrKA,outputs/annotation/frames/videoxum/v_e9bdQGmyrKA.png, two men are shown jumping rope outdoors. One of the men is wearing a helmet and they are practicing. The camera man is standing near the end of the rope.,dacmf_blip_02102__e4,dacmf_blip_02102
,very_high,0.5911,2,speaking,action,False,v_QXAs-KJj7K8,outputs/annotation/frames/videoxum/v_QXAs-KJj7K8.png,A man is seen speaking to the camera hosting a news segment and leads into people sitting around with a dog. The men continue to play a game of fetch with one another.,dacmf_blip_01726__e2,dacmf_blip_01726
,very_low,0.0209,7,carrying,action,False,v_gFv3PrFkeL0,outputs/annotation/frames/videoxum/v_gFv3PrFkeL0.png," man walked in the living room carrying a flat iron and board with blue cloth on it, he ironed the shirt and wear the shirt. The man then ironed his shirt and put the shirt on.",dacmf_blip_01749__e5,dacmf_blip_01749
,high,0.3239,7,escalator,object,False,v_fPCfTJLh46A,outputs/annotation/frames/videoxum/v_fPCfTJLh46A.png,A door opens up to a forest and follows a person up the escalator. The person walks up to the camera and the camera man. The man walks up and down the escalates.,dacmf_blip_00721__e3,dacmf_blip_00721
,low,0.1159,1,pull away from each other,action,False,v_zqcJ0N_a6y8,outputs/annotation/frames/videoxum/v_zqcJ0N_a6y8.png,We see two men strapped together trying to pull away from each other. We see a man. The camera pans around the crowd. The men get out of the car.,dacmf_blip_01351__e2,dacmf_blip_01351
,low,0.1159,0,holds,action,False,v_6r3qgd1y5KE,outputs/annotation/frames/videoxum/v_6r3qgd1y5KE.png," woman holds a leveler against a wall, measuring for wallpaper. The woman turns the camera to show the wall.",dacmf_blip_01105__e4,dacmf_blip_01105
,mid,0.1626,0,play,action,False,v_sCj-ME5RkLY,outputs/annotation/frames/videoxum/v_sCj-ME5RkLY.png,A girl is shown playing volleyball on a team in an indoor gym. The coach is talking to the girls. The girls continue to play the game.,dacmf_blip_00207__e5,dacmf_blip_00207
,high,0.3866,9,low top tennis shoe,object,False,v_tghS4UnuWzk,outputs/annotation/frames/videoxum/v_tghS4UnuWzk.png, sits on a bathroom floor and holds up a low top tennis shoe to show the features. a man enters the bathroom and begins the tennis game. The man serves the ball to the camera.,dacmf_blip_02780__e3,dacmf_blip_02780
,mid,0.2568,8,skate,action,False,v_dDmc6n79ek0,outputs/annotation/frames/videoxum/v_dDmc6n79ek0.png,A black ad white poor quality video plays and it shows a lot of hockey players on an ice rink just skating around. the hockey players are on the ice and the game is going on and they are playing a gam,dacmf_blip_00918__e4,dacmf_blip_00918
,very_low,0.0197,11,take off,action,False,v_9pJBfTZOcxI,outputs/annotation/frames/videoxum/v_9pJBfTZOcxI.png, moving along a flooded road when a car takes off and he rides behind on a board. The people continue to move around the water and the camera capturing the scene.,dacmf_blip_01479__e6,dacmf_blip_01479
,high,0.3701,6,a person,person,False,v_bH6KL0ai3Ww,outputs/annotation/frames/videoxum/v_bH6KL0ai3Ww.png,A person is seen climbing up on top of a piece of exercise equipment and performing a gymnastics routine. The man is then seen moving his hands up and down.,dacmf_blip_00938__e1,dacmf_blip_00938
,high,0.3222,4,horses,object,False,v_rKtktLDSOpA,outputs/annotation/frames/videoxum/v_rKtktLDSOpA.png,An image is blurry and clears to show men riding horses. A man is standing in a barn where the horses are riding. The man is talking to the camera. The scene is repeated several times.,dacmf_blip_00291__e2,dacmf_blip_00291
,very_high,0.5321,5,parking lot,setting,False,v_ewGW8hMlxnA,outputs/annotation/frames/videoxum/v_ewGW8hMlxnA.png, black text appear for a while a while. A man is standing in a parking lot. He is talking to the camera.,dacmf_blip_02404__e2,dacmf_blip_02404
,low,0.1487,10,lay out,action,False,v_F3jJVS3NHf8,outputs/annotation/frames/videoxum/v_F3jJVS3NHf8.png, shots of ingredients laid out are shown followed by hands playing cups onto a plate. Several shots are shown of the food being served together.,dacmf_blip_00903__e2,dacmf_blip_00903
,high,0.4703,15,rubiks cube,object,False,v_ybAEMliC7p4,outputs/annotation/frames/videoxum/v_ybAEMliC7p4.png,A man is sitting down behind a desk with a clock on it doing a rubiks cube. The man is talking to the camera and he starts.,dacmf_blip_02370__e3,dacmf_blip_02370
,very_low,0.0385,15,the commentator,person,False,v_5rw6n16ILgY,outputs/annotation/frames/videoxum/v_5rw6n16ILgY.png, table talking talking talking about a table talking. Several people are shown. A man is seated on the stage. The commentator is talking to the audience. The two men are shown in the closing credits o,dacmf_blip_01038__e3,dacmf_blip_01038
,very_low,0.009,4,flag pole,object,False,v_QHmZWkRK528,outputs/annotation/frames/videoxum/v_QHmZWkRK528.png,A group of cheerleaders lay down a flag on a flag pole on a court. They are standing in the middle of the field. They begin to do a dance routine.,dacmf_blip_02691__e3,dacmf_blip_02691
,mid,0.2287,6,building,setting,False,v_88TLZbT_KkE,outputs/annotation/frames/videoxum/v_88TLZbT_KkE.png, construction workers are shown putting tiles on top of the smooth cement to create floors for a building. the construction is done and the building is finished.,dacmf_blip_01811__e5,dacmf_blip_01811
,high,0.3428,1,a woman,person,False,v_cUdIbmXb2yI,outputs/annotation/frames/videoxum/v_cUdIbmXb2yI.png, are sitting on stairs by the water. People are standing outside. A woman is standing next to them.,dacmf_blip_03785__e4,dacmf_blip_03785
,very_high,0.6294,10,running team,person,False,v_GxOjqC_IDX4,outputs/annotation/frames/videoxum/v_GxOjqC_IDX4.png," standing by on a running strip, one of them is preparing to start running. One of the running team is running and running and the other team is watching them. They are doing a lot of running and jump",dacmf_blip_02833__e1,dacmf_blip_02833
,low,0.0601,0,sit,action,False,v_2uBPhFis_4Y,outputs/annotation/frames/videoxum/v_2uBPhFis_4Y.png,A man is seen sitting behind a set of bongo drums playing continuously while people walk walk behind him. The man continues to play the drums and ends with him playing.,dacmf_blip_01604__e3,dacmf_blip_01604
,low,0.1175,0,a person,person,False,v_4VAhZEpQsv8,outputs/annotation/frames/videoxum/v_4VAhZEpQsv8.png, close up of nails are shown with a person creating various designs on the nails. The person continues to paint the nails with a brush.,dacmf_blip_00421__e1,dacmf_blip_00421
,mid,0.162,0,jumps off,action,False,v_3I4EzlMo124,outputs/annotation/frames/videoxum/v_3I4EzlMo124.png,ation is dressed in a long sleeve red leotard and jumps up on a balance beam. She does a gymnastics routine. She jumps off the balance beam and lands on the mat.,dacmf_blip_02287__e7,dacmf_blip_02287
,very_high,0.5515,13,television show,object,False,v_iBz_YrU-T80,outputs/annotation/frames/videoxum/v_iBz_YrU-T80.png, video leads into various old clips of a television show with lots of women drinking coffee and speaking to the camera. The woman is then interviewed by a man who is talking to a woman.,dacmf_blip_00340__e3,dacmf_blip_00340
,low,0.0899,0,vacuum,action,False,v_g0upuaWM74M,outputs/annotation/frames/videoxum/v_g0upuaWM74M.png,A person vacuum the front sit of a car while others clean and rinse the car with a hose. The person vac the car.,dacmf_blip_03493__e2,dacmf_blip_03493
