judgment,bucket,blip_max,blip_argmax_frame,surface,type,malformed,video_id,frame_grid_path,summary_text,entity_id,summary_id
,high,0.4341,10,lid,tool,False,7-FatJyHj_g,outputs/annotation/frames/youcook2/7-FatJyHj_g.png,"are cabbage with salt, ginger sauce, ginger paste, sugar, onion, carrot, pepper flakes, and red pepper flakes. Transfer with red flakes, then cover with lidtight to cover.",dacmf_blip_00426__e11,dacmf_blip_00426
,very_low,0.0186,0,lemon juice,ingredient,False,83uz_q4_nyk,outputs/annotation/frames/youcook2/83uz_q4_nyk.png,"ir-nut walnuts are cooked with chicken, grape, grape celery, lemon juice, black pepper, and salt. Season with black walnuts, then stir in the mixture.",dacmf_blip_00170__e5,dacmf_blip_00170
,very_high,0.5855,8,sirloin meat,ingredient,False,PHpk4ITk-SE,outputs/annotation/frames/youcook2/PHpk4ITk-SE.png,"inate sirloin meat in a zip, then attach with citrus fruit, orange skin, and lemon skin. Make tacos, then make tacos with vegetables, then wrap in vegetables and wrap.",dacmf_blip_00059__e1,dacmf_blip_00059
,high,0.4597,8,mix,action,False,3WXM2FAueb8,outputs/annotation/frames/youcook2/3WXM2FAueb8.png," salsa salsa by sautéing beef with salsa powder, salt, oregeno, onion, spices, and beans. Mix up with beans, bake, and bake to make a burrito.",dacmf_blip_00452__e9,dacmf_blip_00452
,very_high,0.8754,1,spices,ingredient,False,6seOEuK0ojg,outputs/annotation/frames/youcook2/6seOEuK0ojg.png,"auté onion, garlic, yogurt, and yogurt in a pan. Stiré with spices, spices, cardamom, cinnamon, and sugar, then combine with garam marsala and sugar.",dacmf_blip_00305__e4,dacmf_blip_00305
,very_high,0.5983,4,parsley,ingredient,False,WlkaUxBwURQ,outputs/annotation/frames/youcook2/WlkaUxBwURQ.png,"oil and mash potatoes, boil with milk, green onions, salt, and pepper, mix with a seasoningpan and garnish with parsley.",dacmf_blip_00344__e11,dacmf_blip_00344
,mid,0.278,5,meat,ingredient,False,mhEVgpfF-IU,outputs/annotation/frames/youcook2/mhEVgpfF-IU.png,"oil meat, spices, chili powder, and cumin. boil in water separately, then chop in water for pieces.",dacmf_blip_00033__e2,dacmf_blip_00033
,very_low,0.0136,12,seal,action,False,WlHWRPyA7_g,outputs/annotation/frames/youcook2/WlHWRPyA7_g.png," a mixture filling with flour, corn starch, ginger, green peppers, shredded peppers, cabbage, juli, and spices. Fill wrappers with paste, seal, and fry in oil.",dacmf_blip_00259__e11,dacmf_blip_00259
,low,0.0599,7,garlic,ingredient,False,6nVIgasiUtw,outputs/annotation/frames/youcook2/6nVIgasiUtw.png,"ry a flavorful chilala dosa by sautéing green chilis, ginger, garlic, and spices, then combine with the dosa.",dacmf_blip_00342__e4,dacmf_blip_00342
,low,0.069,0,vegetables,ingredient,False,eWBSMD3BiHM,outputs/annotation/frames/youcook2/eWBSMD3BiHM.png,"are a flavorful coriry-rying onions, vegetables, spices, and curry paste in a wok with a curry sauce, then combine with rice sauce, spring onions, soy sauce, and sauce.",dacmf_blip_00360__e2,dacmf_blip_00360
,low,0.095,14,lemon sauce,ingredient,False,6XBocXgvfTs,outputs/annotation/frames/youcook2/6XBocXgvfTs.png,"are a shrimp and kobo kobobs with butter, lemon sauce, and pepper sauce, refrigerate. Grill in a skewer of skewer and grill for make kabobs.",dacmf_blip_00264__e4,dacmf_blip_00264
,very_high,0.544,2,pasta,ingredient,False,lwdypoLpMW4,outputs/annotation/frames/youcook2/lwdypoLpMW4.png,"auté celery and beans, then add garlic, beans, water, then combine with tomato puree, pasta, blackeers, and salt.",dacmf_blip_00242__e6,dacmf_blip_00242
,mid,0.251,0,pepper,ingredient,False,kWLYcM3uVVc,outputs/annotation/frames/youcook2/kWLYcM3uVVc.png,"are a creamy pepper and pepper with cream cheese, then top with mozzarella cheese and bake at 350 degrees.",dacmf_blip_00425__e1,dacmf_blip_00425
,very_high,0.7153,8,wok,tool,False,4nxbRG6-sfw,outputs/annotation/frames/youcook2/4nxbRG6-sfw.png,"inate chicken-fry chicken by marinating chicken in a spicy chicken wine, soy sauce, and sesame oil in a wok, then finish with a sauce and szechuan sauce.",dacmf_blip_00285__e8,dacmf_blip_00285
,very_high,0.5263,5,sesame oil,ingredient,False,4nxbRG6-sfw,outputs/annotation/frames/youcook2/4nxbRG6-sfw.png,"inate chicken-fry chicken by marinating chicken in a spicy chicken wine, soy sauce, and sesame oil in a wok, then finish with a sauce and szechuan sauce.",dacmf_blip_00285__e4,dacmf_blip_00285
,mid,0.1524,13,serve,action,False,LjfTvZ-cmzs,outputs/annotation/frames/youcook2/LjfTvZ-cmzs.png,"are a classic potato by grering by grating potatoes with flour, cooked potatoes, salt, pepper, and butter. Fry in butter, then serve with boxty egg, bacon, and fried egg.",dacmf_blip_00309__e13,dacmf_blip_00309
,low,0.0941,2,lemon skin,ingredient,False,PHpk4ITk-SE,outputs/annotation/frames/youcook2/PHpk4ITk-SE.png,"inate sirloin meat in a zip, then attach with citrus fruit, orange skin, and lemon skin. Make tacos, then make tacos with vegetables, then wrap in vegetables and wrap.",dacmf_blip_00059__e5,dacmf_blip_00059
,mid,0.2707,9,macaroni,ingredient,False,xhXcJ6bhX2w,outputs/annotation/frames/youcook2/xhXcJ6bhX2w.png,"oil macaroni and cook pasta with butter. Combine with butter, evapores, eggs, salt, pepper, and cheeses, then bake for 15 minutes.",dacmf_blip_00372__e2,dacmf_blip_00372
,very_low,0.0045,3,green cardamom,ingredient,False,-dh_uGahzYo,outputs/annotation/frames/youcook2/-dh_uGahzYo.png," hangeréati with ginger powder, fennel seeds, water, green cardamom, spices, and mutton. Blend in a pan, then cook with ghee and cook in pot.",dacmf_blip_00022__e5,dacmf_blip_00022
,very_low,0.0131,12,fenander milk,ingredient,True,LeCwqp8Bic8,outputs/annotation/frames/youcook2/LeCwqp8Bic8.png,"ure vegetables, tomatoes, and water, cook chickpeas, ginger, garlic paste, and fenugreek milk. Cook chickreek leaves with sweet milk, fenander milk, and lime juice.",dacmf_blip_00370__e10,dacmf_blip_00370
,very_low,0.0074,1,olive oil,ingredient,False,jT75QMjRkD0,outputs/annotation/frames/youcook2/jT75QMjRkD0.png,"end sesame seeds, salt, pepper, lemon juice, chickpeas, garlic, water, and olive oil in a blender. Blend the olive oil, then add olive oil.",dacmf_blip_00101__e8,dacmf_blip_00101
,mid,0.2397,13,flavorful,attribute,False,fn9anlEL4FI,outputs/annotation/frames/youcook2/fn9anlEL4FI.png," a flavorful lamb masala by sautéing garala with garlic, ginger, ginger paste, and onions in oil. Add with onions, corumin, cormeric, water, and water, add to the flavorful tomatoes.",dacmf_blip_00004__e13,dacmf_blip_00004
,very_high,0.5732,7,calamari tentacles,ingredient,False,zljhtdoqpv0,outputs/annotation/frames/youcook2/zljhtdoqpv0.png,"at calamari tentacles with garlic powder, seasoning, and tentacles in a seasoned flour. Coat with crispy calamari with tabari, fry, and serve with sauce.",dacmf_blip_00306__e1,dacmf_blip_00306
,low,0.0785,0,make,action,False,RznLeKVI3yo,outputs/annotation/frames/youcook2/RznLeKVI3yo.png,"are wings, make wings with garlic powder, chili powder, paprika, and buffalo sauce. Cook with buffalo sauce, then cook withbuff sauce and cook.",dacmf_blip_00161__e6,dacmf_blip_00161
,high,0.3415,14,noodles,ingredient,False,o9kndEZvsnY,outputs/annotation/frames/youcook2/o9kndEZvsnY.png,"are paddon noodles with chicken broth, noodles, and fish balls into a broth. Serve with udon noodles and add vegetables.",dacmf_blip_00018__e3,dacmf_blip_00018
,high,0.4126,3,herbs,ingredient,False,eYOn2ZVB4nc,outputs/annotation/frames/youcook2/eYOn2ZVB4nc.png,"are bulgur bulgur salad by sautéing boiling water, mint, and herbs in boiling water. Layer with bulumber, tomato, pepper, and garnice.",dacmf_blip_00032__e4,dacmf_blip_00032
,low,0.0767,2,tomato puree,ingredient,False,lwdypoLpMW4,outputs/annotation/frames/youcook2/lwdypoLpMW4.png,"auté celery and beans, then add garlic, beans, water, then combine with tomato puree, pasta, blackeers, and salt.",dacmf_blip_00242__e5,dacmf_blip_00242
,mid,0.2724,5,add,action,False,NXnQys_ejeg,outputs/annotation/frames/youcook2/NXnQys_ejeg.png,"are a flavorful rice and vegetable vegetable potused rice made with vegetables, vegetables, and paneer chilis, then add rice and sauce. Serve with sauce on a bowl.",dacmf_blip_00311__e6,dacmf_blip_00311
,mid,0.192,10,garlic,ingredient,False,UHhuaRTF1UY,outputs/annotation/frames/youcook2/UHhuaRTF1UY.png,"at chicken in chicken broth, rice, soy sauce, and garlic in a sauce of sauce, then toss with garlic.",dacmf_blip_00254__e5,dacmf_blip_00254
,very_high,0.9308,5,salt,ingredient,False,peld2w63tpM,outputs/annotation/frames/youcook2/peld2w63tpM.png,"are squid with flour, salt, cayenne pepper, and black pepper in a container until golden. Serve on a paper towel, then finish with garlic juice.",dacmf_blip_00160__e3,dacmf_blip_00160
,very_high,0.6039,5,onions,ingredient,False,woTrhsB_bcA,outputs/annotation/frames/youcook2/woTrhsB_bcA.png,"ry snails with onions, garlic, shrimp, chagoong, and red milk in a creamy milk. Top with coconut milk, bago, black pepper, and spinach.",dacmf_blip_00245__e2,dacmf_blip_00245
,very_low,0.0064,10,garlic powder,ingredient,False,RznLeKVI3yo,outputs/annotation/frames/youcook2/RznLeKVI3yo.png,"are wings, make wings with garlic powder, chili powder, paprika, and buffalo sauce. Cook with buffalo sauce, then cook withbuff sauce and cook.",dacmf_blip_00161__e2,dacmf_blip_00161
,low,0.1475,0,olaine dressing,ingredient,True,5VnaolWGIy4,outputs/annotation/frames/youcook2/5VnaolWGIy4.png,"are pasta, mix with pasta, cherry tomatoes, olives, olaine dressing, black romaine lettuce, black pepper, and parmesesan cheese.",dacmf_blip_00433__e4,dacmf_blip_00433
,very_low,0.0138,15,worcestershire sauce,ingredient,False,VPFmudvabUg,outputs/annotation/frames/youcook2/VPFmudvabUg.png," a Caesar and mushroom fillets by blending garlic, yogurt, Worcestershire sauce, tabters, and seasonings with a skillet and pepper, then serve with cheese and serve.",dacmf_blip_00051__e4,dacmf_blip_00051
,low,0.0609,0,simmer,action,False,qkluMpILLdQ,outputs/annotation/frames/youcook2/qkluMpILLdQ.png,"are a potato potatoes, then simmer with cream, butter, green onions, bacon, and pepper in a pot.",dacmf_blip_00251__e7,dacmf_blip_00251
,high,0.3817,5,celery,ingredient,False,LfSYF1N5i_Q,outputs/annotation/frames/youcook2/LfSYF1N5i_Q.png,"auté onion, garlic, celery, and tomatoes in oil. Add tomatoes, chicken stock, tomatoes, salt, pepper, and balsamic vinegar for a food processor.",dacmf_blip_00055__e3,dacmf_blip_00055
,very_low,0.0307,1,brown sugar,ingredient,False,QUt050AXQMw,outputs/annotation/frames/youcook2/QUt050AXQMw.png,"are a wine veusages with veggie sugar, brown sugar, and wine in a griddle. Cook with thyme and top with sausmegized onions.",dacmf_blip_00213__e2,dacmf_blip_00213
,mid,0.2594,3,meat,ingredient,False,2heP32bqOV0,outputs/annotation/frames/youcook2/2heP32bqOV0.png,"are meat in a pot, cook onions, then cook in oil with tomato paste, water, cumin paste, and seasoning for a flavorful curry.",dacmf_blip_00422__e1,dacmf_blip_00422
,very_high,0.8551,14,meatballs,ingredient,False,aCvIo-M06xI,outputs/annotation/frames/youcook2/aCvIo-M06xI.png,"are meatballs with garlic, garlic, and seasonings, then divide in a pot with onions, onions, and peppercase.",dacmf_blip_00200__e1,dacmf_blip_00200
,mid,0.29,9,slice,action,False,uOXlG8Tglc8,outputs/annotation/frames/youcook2/uOXlG8Tglc8.png,"ry bacon, place on a golden toast, then add tomato and mayonnaise, then slice in toast with tomato sandwich.",dacmf_blip_00265__e8,dacmf_blip_00265
,very_low,0.0423,0,ghee,ingredient,False,bxgdUWKOwtQ,outputs/annotation/frames/youcook2/bxgdUWKOwtQ.png,"are a dough-iced filling with flour, ghee, and peas, then cook it with stuffing, stuffing to make a flavorful samosa.",dacmf_blip_00414__e3,dacmf_blip_00414
,high,0.4196,1,cucumber,ingredient,False,p6LSW9kuRCE,outputs/annotation/frames/youcook2/p6LSW9kuRCE.png," hamle soup by boiling ham, eggs, and tomato slices on cold water, then combine with cucumber, scrambled egg, tomato tomato, and sauce for a flavorful sauce.",dacmf_blip_00119__e5,dacmf_blip_00119
,high,0.3187,8,milk,ingredient,False,FzhJGCaaYVs,outputs/annotation/frames/youcook2/FzhJGCaaYVs.png," a ham ham cheese sandwich by combining ham, flour, milk, and sauce with sauce. Bake in a bread sauce, then bake in a oven.",dacmf_blip_00092__e4,dacmf_blip_00092
,mid,0.1862,0,stretch,action,False,zqTXQ-YqrgQ,outputs/annotation/frames/youcook2/zqTXQ-YqrgQ.png,"are a doughheralla by combining garlic, herbs, and herbs in oil. Stretch out a circle with Parmesan sauce, then bake and bake.",dacmf_blip_00050__e6,dacmf_blip_00050
,very_low,0.0288,13,potato,ingredient,False,ZjKY9v48fTc,outputs/annotation/frames/youcook2/ZjKY9v48fTc.png,"are onions, add cabbage, milk, and milk to create a pot. Mash to make a potato potatoes in the pot.",dacmf_blip_00394__e4,dacmf_blip_00394
,high,0.4361,2,mix,action,False,oYLrSflCI2g,outputs/annotation/frames/youcook2/oYLrSflCI2g.png," rot dough by mixing flour, oil, salt, and water. Roll into a thin oval oval oval sheets with oil, fold in a hot pan, then flip again.",dacmf_blip_00381__e6,dacmf_blip_00381
,high,0.4778,8,lettuce,ingredient,False,m3kFrdCHitg,outputs/annotation/frames/youcook2/m3kFrdCHitg.png," a grilled vegetable sandwich by combining carrots, sugar, vinegar, fish sauce, oil, and soy sauce. Combine with lettuce, onions, chicken, jalapenos, and vegetable mixture between bread.",dacmf_blip_00132__e7,dacmf_blip_00132
,very_low,0.0381,6,black pepper,ingredient,False,H5NPxWpfYNU,outputs/annotation/frames/youcook2/H5NPxWpfYNU.png,"end seasoned beef with a mixture of soy sauce, green onion, ginger, garlic, apple sauce, black pepper, and sesame oil, then cook on a pan with cooked beef mixture.",dacmf_blip_00187__e7,dacmf_blip_00187
,mid,0.1949,11,cook,action,False,LjfTvZ-cmzs,outputs/annotation/frames/youcook2/LjfTvZ-cmzs.png,"are a classic potato by grering by grating potatoes with flour, cooked potatoes, salt, pepper, and butter. Fry in butter, then serve with boxty egg, bacon, and fried egg.",dacmf_blip_00309__e11,dacmf_blip_00309
,very_low,0.0188,8,ground pepper,ingredient,False,1iv2xhPN3vk,outputs/annotation/frames/youcook2/1iv2xhPN3vk.png,"at bratwusages, onions, butter, ground pepper, and beer in a tray with beer and beer through until cooked through.",dacmf_blip_00169__e4,dacmf_blip_00169
,mid,0.255,1,carrots,ingredient,False,2-mxsib6pJo,outputs/annotation/frames/youcook2/2-mxsib6pJo.png," a clam chowder by cooking bacon, carrots, celery, and onions in flour. Season with juice, cream, and bread cubes, then serve in butter.",dacmf_blip_00106__e3,dacmf_blip_00106
,low,0.1384,12,divide,action,False,ljyO7IaGWLY,outputs/annotation/frames/youcook2/ljyO7IaGWLY.png,"oil potato musedies by mixing with flour, butter, and water, divide it with butter, adding spinach, and marinara sauce, then boil and make pierara sauce.",dacmf_blip_00406__e8,dacmf_blip_00406
,high,0.4035,8,pepper,ingredient,False,PV93b0xisN8,outputs/annotation/frames/youcook2/PV93b0xisN8.png,"elt butter, cook onions, and beef cubes in butter. Add beef cubes, add paprika, salt, and pepper for a flavorful stew.",dacmf_blip_00337__e8,dacmf_blip_00337
,high,0.3401,12,sauté,action,False,nVERaEFJWLQ,outputs/annotation/frames/youcook2/nVERaEFJWLQ.png,"oil beans and dal, then sauté lentils, cumin seeds, gingere, garlic, puree, and tomato puree. Add beans, rederam masala and cream.",dacmf_blip_00300__e12,dacmf_blip_00300
,high,0.4734,1,garlic,ingredient,False,ulrh6C5V_VI,outputs/annotation/frames/youcook2/ulrh6C5V_VI.png,"ir-fry soft pork with garlic, garlic, and chilli paste in a spicy pork-ek, then season with salt and sesame oil.",dacmf_blip_00423__e2,dacmf_blip_00423
,very_high,0.8039,12,cook,action,False,EnP2j1caRVs,outputs/annotation/frames/youcook2/EnP2j1caRVs.png,"inate short ribs with soy sauce, sugar, ground onions, ground onion, sesame oil, peel and cook in a bowl.",dacmf_blip_00034__e8,dacmf_blip_00034
,mid,0.2743,7,egg yolk,ingredient,False,9Y9_OBnJub0,outputs/annotation/frames/youcook2/9Y9_OBnJub0.png,"auté garlic bacon with garlic, egg yolk, cream, and cream. Bo with boiled spaghetti, black spaghetti, Parmesan, and parsley.",dacmf_blip_00291__e3,dacmf_blip_00291
,high,0.388,7,brine,ingredient,False,V53XmPeyjIU,outputs/annotation/frames/youcook2/V53XmPeyjIU.png,"at chicken in brine butter, milk, hot sauce, and hot sauce. Season with mixed spices, then fry in hot spices.",dacmf_blip_00001__e2,dacmf_blip_00001
,high,0.4228,13,add,action,False,nfVXBQwOCMc,outputs/annotation/frames/youcook2/nfVXBQwOCMc.png,"oil ham, fry oil, add ham sauce, vodka, and peas. Mix with tomato sauce, mix with peas, peas, and sauce.",dacmf_blip_00093__e7,dacmf_blip_00093
,very_high,0.8885,2,rice sauce,ingredient,False,eWBSMD3BiHM,outputs/annotation/frames/youcook2/eWBSMD3BiHM.png,"are a flavorful coriry-rying onions, vegetables, spices, and curry paste in a wok with a curry sauce, then combine with rice sauce, spring onions, soy sauce, and sauce.",dacmf_blip_00360__e7,dacmf_blip_00360
,very_high,0.596,11,boiling water,ingredient,False,p-NnIyGFZVw,outputs/annotation/frames/youcook2/p-NnIyGFZVw.png,"ir-laksa soup with onions, laksa sauce, coconut milk, and red bell pepper in a pan. Serve with boiling water and cooking.",dacmf_blip_00289__e8,dacmf_blip_00289
,high,0.3924,4,blend,action,False,jT75QMjRkD0,outputs/annotation/frames/youcook2/jT75QMjRkD0.png,"end sesame seeds, salt, pepper, lemon juice, chickpeas, garlic, water, and olive oil in a blender. Blend the olive oil, then add olive oil.",dacmf_blip_00101__e10,dacmf_blip_00101
