judgment,bucket,blip_max,blip_argmax_frame,surface,type,malformed,video_id,frame_grid_path,summary_text,entity_id,summary_id
,low,0.0813,15,coat,action,False,FrzEHqqi1RY,outputs/annotation/frames/youcook2/FrzEHqqi1RY.png,"at batter in flour, flour, and soda soda. Coat batter in a bowl batter.",blip_base_00097__e4,blip_base_00097
,low,0.0705,3,potatoes,ingredient,False,XUyqiWN8WFI,outputs/annotation/frames/youcook2/XUyqiWN8WFI.png," mashed potatoes potatoes potatoes and dry potatoes potatoes, then blendashing with vegetables vegetables and ground. Mix beef with mashed vegetables, salt paste, and stock paste in a oven.",blip_base_00222__e1,blip_base_00222
,mid,0.1702,9,beef,ingredient,False,zzT6RoI4JPU,outputs/annotation/frames/youcook2/zzT6RoI4JPU.png," seasoned beef with garlic, and roast. Add with spices pure, then combine with roasted pure mixture, spicesj, and choppedjam.",blip_base_00060__e1,blip_base_00060
,very_low,0.0315,2,pine nuts,ingredient,False,FSWZXBbEyFw,outputs/annotation/frames/youcook2/FSWZXBbEyFw.png," chicken chicken chicken in a lemon z z, lemon z juice, may juice with cr z z sauce, grillovyhire sauce, and peppermes. Serve with pine nuts nuts and pineanan.",blip_base_00246__e7,blip_base_00246
,low,0.0869,0,brush,action,False,uHv9xRooPMc,outputs/annotation/frames/youcook2/uHv9xRooPMc.png," sliced salmon salmon by thin sliced slices, stuff layers, brush sauce, and thick sauce sauce. Garnish with soy rice rice and garn sauce sauce sauce, garn with soy sauce sauce and soy sauce.",blip_base_00104__e4,blip_base_00104
,high,0.3472,15,bun,ingredient,False,Jtusyjv7GiY,outputs/annotation/frames/youcook2/Jtusyjv7GiY.png," hot hot in oil bunsunsuns with onion and onion, onionus in a bun, onion k with onionetchup, mustardetchupetchup, and mustard close.",blip_base_00263__e6,blip_base_00263
,high,0.4624,13,batter batter,ingredient,False,6nVIgasiUtw,outputs/annotation/frames/youcook2/6nVIgasiUtw.png," a flavorful potatoosaosaosa by sauté chisis, then add a d batter batter, mashed, and carrots potatoes.",blip_base_00342__e3,blip_base_00342
,very_low,0.0441,10,vinegarayay,ingredient,True,WqfselLH4MQ,outputs/annotation/frames/youcook2/WqfselLH4MQ.png," chicken wings and drum served with butter, then fryery in butter sauce, hot sauce, vinegar, vinegarayay, cay, and tomato k.",blip_base_00230__e5,blip_base_00230
,very_low,0.0156,13,bamboo,ingredient,False,vDDeMg2dhEM,outputs/annotation/frames/youcook2/vDDeMg2dhEM.png,"end a sav j curry with carrotsiflower, bamboo shrimp, bamboo, and bean spr. Serve rice with ginger mixture and deep until golden brown.",blip_base_00013__e4,blip_base_00013
,very_high,0.945,12,cornbread,ingredient,False,Z5bpo2sBsl8,outputs/annotation/frames/youcook2/Z5bpo2sBsl8.png,"at onions onionsurstursturst cabbageursturst by br brat onions, cabbage cabbage cabbage, tomatoes, and beer in pan, tomatoes tomatoes cabbage, and season with cornbread.",blip_base_00358__e5,blip_base_00358
,low,0.1056,13,hoisin,ingredient,False,sSO2wO-yaHw,outputs/annotation/frames/youcook2/sSO2wO-yaHw.png,"-- pork pork pork with porkok, then add in scrambled eggs with scrambled noodles sauce, ho noodles in a w and ho with noodles and hoisin.",blip_base_00023__e6,blip_base_00023
,mid,0.1867,11,flavorfulal,attribute,True,-goI2-eJO1w,outputs/annotation/frames/youcook2/-goI2-eJO1w.png,"ute a flavorfulal with onionsal, and garlicaleno, add c, then serve a flavorful with c, pap, Worces, and mustard vinegar vinegar.",blip_base_00123__e10,blip_base_00123
,high,0.3718,11,cooked onions,ingredient,False,Ky0zf0v2F5A,outputs/annotation/frames/youcook2/Ky0zf0v2F5A.png," chicken chicken chicken in soy sauce, green, and wontesame oil. Cook wonton chicken in oil, then add wont with cooked onions, garlic b, and mixed sauce.",blip_base_00392__e7,blip_base_00392
,high,0.3482,5,cheese cheese,ingredient,True,e8S1vFC8zYk,outputs/annotation/frames/youcook2/e8S1vFC8zYk.png," mac mac, cook with butter, milk, and seasoning seasoning. Fill with seasoning, then bake with cheese cheese, bake in oven.",blip_base_00448__e5,blip_base_00448
,low,0.1193,0,top,action,False,84i8Qdnyd0k,outputs/annotation/frames/youcook2/84i8Qdnyd0k.png,"oil, mash potatoes, and milk milk with milk milk. Seasonley with parsleyley, then topley with choppedley.",blip_base_00027__e7,blip_base_00027
,high,0.3986,2,mint,ingredient,False,LQDP3xm8aRk,outputs/annotation/frames/youcook2/LQDP3xm8aRk.png,"ry with peas, mint, sugar. Add saus with sausage, herbs herbs, and herbsmeg. Serve with sausage potatoes potatoes, and bread Benedict.",blip_base_00143__e2,blip_base_00143
,low,0.1089,15,tofuish,ingredient,True,AMBH5L6x3dQ,outputs/annotation/frames/youcook2/AMBH5L6x3dQ.png," a frag l l soup by blending casing gar, onions with onions, driedhew, and herbs. Serverawnrawn with chicken stocka, tofu balls, and tofuish.",blip_base_00231__e8,blip_base_00231
,high,0.3372,11,chezzarella cheese,ingredient,False,5cn9KJfaQXk,outputs/annotation/frames/youcook2/5cn9KJfaQXk.png,"-ka *.. bake rise rise--- into form, shape with tomato sauce, cheesezzarella cheese cheese cheese, and slice.",blip_base_00193__e3,blip_base_00193
,high,0.454,2,spice,ingredient,False,-dh_uGahzYo,outputs/annotation/frames/youcook2/-dh_uGahzYo.png," h a spice, gingerennenn, fenn seeds seeds seeds, spices, and mut in ghee with gheehee, then cover the pot.",blip_base_00022__e1,blip_base_00022
,very_high,0.5044,10,mash,action,False,YMYNv3cZ9SE,outputs/annotation/frames/youcook2/YMYNv3cZ9SE.png," boiled and mash potatoes, then gr gr potatoes with egg and flour, then cook until cooked. Serve with bacon and scrambled.",blip_base_00029__e3,blip_base_00029
,high,0.4504,2,sauce,ingredient,False,HJHV2nYz1L8,outputs/annotation/frames/youcook2/HJHV2nYz1L8.png,"are ve noodles noodles noodles by noodlesing egg, vegetables, vegetablesery, onionery, and season cho cho, stir cho with stir sauce, oy cho sauce, and pepper.",blip_base_00403__e6,blip_base_00403
,mid,0.1565,0,lay,action,False,4Y8vVGsv4JE,outputs/annotation/frames/youcook2/4Y8vVGsv4JE.png," ham ham ham and cheese sandwiches by layering ham in butter, lay ham ham, then bake until golden until golden.",blip_base_00054__e5,blip_base_00054
,mid,0.1624,8,cook,action,False,efnHOsT7k9s,outputs/annotation/frames/youcook2/efnHOsT7k9s.png," pizza pizza: cooked oil pizza with oil, salt, garlic, and basil. Cook on stone, top, and top with tomato, then topped with cooked leaves.",blip_base_00021__e7,blip_base_00021
,very_low,0.0228,15,garnalaala,ingredient,True,DVW7nZeeVlk,outputs/annotation/frames/youcook2/DVW7nZeeVlk.png,"ure cook in a pot cooker cooker, cookmeric, and green chili, mash beans beans, garn mas, and garn leaves. Garniced with spicesiced, garnalaala, and ginger ginger with ginger ginger.",blip_base_00333__e10,blip_base_00333
,high,0.301,1,cabbage,ingredient,False,VwtkHIturro,outputs/annotation/frames/youcook2/VwtkHIturro.png,"are cabbage and m potatoes, mash potatoes, and spring potatoes. Mix cabbage with milk and spring onions, then add with mashed potatoes.",blip_base_00167__e1,blip_base_00167
,mid,0.2712,3,mix,action,False,aCvIo-M06xI,outputs/annotation/frames/youcook2/aCvIo-M06xI.png," meatballsballs by mixing beef beef, garlic, and seasonley, then mix meat with onionsalaala and tomatoes. Serve meat meat with olive, tomatoes tomatoes, and serve.",blip_base_00200__e8,blip_base_00200
,high,0.3056,15,pastaetta cheese,ingredient,True,UIElE5H_iHc,outputs/annotation/frames/youcook2/UIElE5H_iHc.png," panc pancetta with egg yks, topped with Parm and paresan, then toss with pastaetta cheese cheese, oliveananan, and pepper pepper.",blip_base_00091__e5,blip_base_00091
,very_high,0.5831,6,rice,ingredient,False,eWBSMD3BiHM,outputs/annotation/frames/youcook2/eWBSMD3BiHM.png,"are-- a flavorful rice by grindingishing cor onions, rice, and curry in a wok. Fry rice with soy sauce, sauces sauce, and sauces sauce.",blip_base_00360__e1,blip_base_00360
,very_low,0.0149,1,sugar,ingredient,False,9ekEjxd-A_Y,outputs/annotation/frames/youcook2/9ekEjxd-A_Y.png," sausage sausage with baking powder, salt, saltmeal, eggs, and sugar. Coat ske in flour of flour, flourilk in a golden.",blip_base_00218__e6,blip_base_00218
,mid,0.1908,1,oil,action,False,ffyHeyRpYvo,outputs/annotation/frames/youcook2/ffyHeyRpYvo.png,"oil potatoes potatoes potatoes and potatoesut potatoes potatoes, then add le in a panles with flour flour, pepper, beer, and beef broth in a broth broth. In with fresh potatoesangeragesages with fresh",blip_base_00247__e8,blip_base_00247
,low,0.1273,3,pepperlo,ingredient,True,C73qiF138VU,outputs/annotation/frames/youcook2/C73qiF138VU.png," a sausage meat meat beefafaf with sausage, garlic, cilantro, bread, breadcrumbsumbsumbs, and season with a mixturelo with breadcr and pepperlo.",blip_base_00077__e8,blip_base_00077
,mid,0.1507,7,flavorful,attribute,False,gYWqhml_YJQ,outputs/annotation/frames/youcook2/gYWqhml_YJQ.png,"are a flavorful- shrimp of cori, limeiander, shrimpander, bean onions, bean, and fish juice, garn sauce, and lime sauce sauce. Serveish with cori and serve",blip_base_00357__e11,blip_base_00357
,very_low,0.0338,0,wonton chicken,ingredient,False,Ky0zf0v2F5A,outputs/annotation/frames/youcook2/Ky0zf0v2F5A.png," chicken chicken chicken in soy sauce, green, and wontesame oil. Cook wonton chicken in oil, then add wont with cooked onions, garlic b, and mixed sauce.",blip_base_00392__e5,blip_base_00392
,very_high,0.9438,5,chicken breast,ingredient,False,2SxbO4VAgN8,outputs/annotation/frames/youcook2/2SxbO4VAgN8.png," chicken breast and fried chicken breast breast, then top with tomato sauce and cheese sauce, top sauce, and cheese with tomato, cheese sauce before serving.",blip_base_00409__e1,blip_base_00409
,very_high,0.9359,4,paste,action,False,6seOEuK0ojg,outputs/annotation/frames/youcook2/6seOEuK0ojg.png,"é a garlic tomato paste paste by garlicinginging, garlic, yogurt, yogurtmeric powder, cor powder, spices, spicesi, spicesam in a pan paste, and sugar paste.",blip_base_00305__e8,blip_base_00305
,high,0.4227,7,chili powder,ingredient,False,3WXM2FAueb8,outputs/annotation/frames/youcook2/3WXM2FAueb8.png," beef beef with chili, chili powder, garlic-, garlic. Add beans in a beans and c beansillas, mash up with beef and cheeserito, and cheese uprito.",blip_base_00452__e3,blip_base_00452
,mid,0.2128,14,cook,action,False,LeCwqp8Bic8,outputs/annotation/frames/youcook2/LeCwqp8Bic8.png," cook-pepepe, tomatoes, and water. Inut in oil. Cook chick a pan, ginger chick, spicesenug, and limeened milk.",blip_base_00370__e8,blip_base_00370
,very_high,0.5045,10,bake,action,False,A8eDWlCYaq8,outputs/annotation/frames/youcook2/A8eDWlCYaq8.png," chicken chicken in flour, dip with milk, garlic, garlicrika, and butter. Bake in sauce until cooked-, then coat with sauce sauce.",blip_base_00244__e9,blip_base_00244
,very_low,0.0145,14,halal,ingredient,False,soLZjUyn0CI,outputs/annotation/frames/youcook2/soLZjUyn0CI.png," tob tob powder powder powder with chill powder powder, saltmeric, and tomato paste. Cook halal in a mixtureal, plateal with hotal, and cut on the pan.",blip_base_00085__e5,blip_base_00085
,very_low,0.0404,8,cenneenne,ingredient,True,-GlSSp5ZOCQ,outputs/annotation/frames/youcook2/-GlSSp5ZOCQ.png,"aut chamsams with onion, onion wine, clam, and water wine juice. Add ch with potatoes, bacon, c creamenneenne, pepperenne, and cenneenne.",blip_base_00188__e10,blip_base_00188
,very_low,0.0041,6,coat,action,False,A8eDWlCYaq8,outputs/annotation/frames/youcook2/A8eDWlCYaq8.png," chicken chicken in flour, dip with milk, garlic, garlicrika, and butter. Bake in sauce until cooked-, then coat with sauce sauce.",blip_base_00244__e10,blip_base_00244
,mid,0.2156,11,chicken,ingredient,False,zBexcthy_tA,outputs/annotation/frames/youcook2/zBexcthy_tA.png," chicken chicken chicken in flour, breadcrumbs, then topped fry with mar sauce sauce, marin sauce, and cheese.",blip_base_00096__e1,blip_base_00096
